Time (s)	Light Intensity (% of scale max)	Position (m)
0.1	-0.229	23.44
0.1	-0.229	23.45
0.1	-0.229	23.48
0.1	-0.229	23.5
0.1	-0.2289	23.52
0.1	-0.2283	23.55
0.1	-0.228	23.56
0.1	-0.2273	23.6
0.1	-0.2268	23.64
0.1	-0.226	23.65
0.1	-0.2244	23.68
0.1	-0.2228	23.7
0.1	-0.2212	23.72
0.1	-0.2199	23.75
0.1	-0.2187	23.76
0.1	-0.2182	23.8
0.1	-0.2176	23.84
0.1	-0.2168	23.85
0.1	-0.2162	23.88
0.1	-0.2161	23.9
0.1	-0.2162	23.92
0.1	-0.2177	23.95
0.1	-0.2179	23.96
0.1	-0.2179	24.0
0.1	-0.2179	24.04
0.1	-0.2179	24.05
0.1	-0.2179	24.08
0.1	-0.2179	24.1
0.1	-0.2179	24.12
0.1	-0.2174	24.15
0.1	-0.2171	24.16
0.1	-0.2164	24.2
0.1	-0.2156	24.24
0.1	-0.2141	24.25
0.1	-0.2127	24.28
0.1	-0.2115	24.3
0.1	-0.2101	24.32
0.1	-0.2089	24.35
0.1	-0.2081	24.36
0.1	-0.2076	24.4
0.1	-0.2074	24.44
0.1	-0.2073	24.45
0.1	-0.2073	24.48
0.1	-0.2073	24.5
0.1	-0.2079	24.52
0.1	-0.2083	24.55
0.1	-0.2083	24.56
0.1	-0.2083	24.6
0.1	-0.2083	24.64
0.1	-0.2083	24.65
0.1	-0.2083	24.68
0.1	-0.2083	24.7
0.1	-0.2083	24.72
0.1	-0.2082	24.75
0.1	-0.2079	24.76
0.1	-0.2076	24.8
0.1	-0.2071	24.84
0.1	-0.2059	24.85
0.1	-0.2044	24.88
0.1	-0.2026	24.9
0.1	-0.2011	24.92
0.1	-0.1998	24.95
