Time (s)	Light Intensity (% of scale max)	Position (m)
1.6	0.0	23.76
1.7	0.0	23.8
1.7	0.0	23.84
1.7	0.0	23.85
1.7	0.0	23.88
1.7	0.0	23.9
1.7	0.0	23.92
1.7	0.0	23.95
1.7	0.0	23.96
1.7	0.0	24.0
1.7	0.0	24.04
1.7	0.0	24.05
1.7	0.0	24.08
1.7	0.0	24.1
1.7	0.0	24.12
1.7	0.0	24.15
1.7	0.0	24.16
1.7	0.0	24.2
1.7	0.0	24.24
1.7	0.0	24.25
1.7	0.0	24.28
1.7	0.0	24.3
1.7	0.0	24.32
1.7	0.0	24.35
1.7	0.0	24.36
1.7	0.0	24.4
1.7	0.0	24.44
1.7	0.0	24.45
1.7	0.0	24.48
1.7	0.0	24.5
1.7	0.0	24.52
1.7	0.0	24.55
1.7	0.0	24.56
1.8	0.0	24.6
1.7	0.0	24.64
1.7	0.0	24.65
1.7	0.0	24.68
1.7	0.0	24.7
1.7	0.0	24.72
1.7	0.0	24.75
1.7	0.0	24.76
1.7	0.0	24.8
1.7	0.0	24.84
1.7	0.0	24.85
1.7	0.0	24.88
1.7	0.0	24.9
1.7	0.0	24.92
1.7	0.0	24.95
1.7	0.0	24.96
1.7	0.0	25.0
1.7	0.0	25.04
1.7	0.0	25.05
1.7	0.0	25.08
1.7	0.0	25.1
1.7	0.0	25.12
1.7	0.0	25.15
1.7	0.0	25.16
1.7	0.0	25.2
1.7	0.0	25.24
1.8	0.0	25.25
1.7	0.0	25.28
1.7	0.0	25.3
1.7	0.0	25.32
1.7	0.0	25.35
1.8	0.0	25.36
1.7	0.0	25.4
1.7	0.0	25.44
1.7	0.0	25.45
1.7	0.0	25.48
1.8	0.0	25.5
1.7	0.0	25.52
1.7	0.0	25.55
1.7	0.0	25.56
1.7	0.0	25.6
1.8	0.0	25.64
1.8	0.0	25.65
1.8	0.0	25.68
1.7	0.0	25.7
1.7	0.0	25.72
1.8	0.0	25.75
1.8	0.0	25.76
1.7	0.0	25.8
1.7	0.0	25.84
1.7	0.0	25.85
1.7	0.0	25.88
1.7	0.0	25.9
1.7	0.0	25.92
1.7	0.0	25.95
1.7	0.0	25.96
1.7	0.0	26.0
1.7	0.0	26.04
1.7	0.0	26.05
1.7	0.0	26.08
1.6	0.0	26.1
1.7	0.0	26.12
1.7	0.0	26.15
1.7	0.0	26.16
1.7	0.0	26.2
1.6	0.0	26.24
1.7	0.0	26.25
1.7	0.0	26.28
1.7	0.0	26.3
1.7	0.0	26.32
1.7	0.0	26.35
1.7	0.0	26.36
1.7	0.0	26.4
1.7	0.0	26.44
1.7	0.0	26.45
1.7	0.0	26.48
1.7	0.0	26.5
