Time (s)	Light Intensity (% of scale max)	Position (m)
26.75	0.04893	-0.1253
26.8	0.04898	-0.1253
26.85	0.0491	-0.1253
26.9	0.04906	-0.1253
26.95	0.04927	-0.1253
27.0	0.04897	-0.1255
27.05	0.0491	-0.1259
27.1	0.04889	-0.1262
27.15	0.04849	-0.1266
27.2	0.04778	-0.1269
27.25	0.04747	-0.1271
27.3	0.04778	-0.1272
27.35	0.04744	-0.1274
27.4	0.04555	-0.1281
27.45	0.04518	-0.1285
27.5	0.04471	-0.1289
27.55	0.04434	-0.1294
27.6	0.04332	-0.1298
27.65	0.04309	-0.1304
27.7	0.04276	-0.1309
27.75	0.04277	-0.1313
27.8	0.04236	-0.1315
27.85	0.04256	-0.1316
27.9	0.0426	-0.1317
27.95	0.04256	-0.132
28.0	0.04263	-0.1324
28.05	0.04272	-0.1328
28.1	0.04292	-0.1331
28.15	0.04333	-0.1334
28.2	0.0437	-0.1339
28.25	0.0442	-0.1344
28.3	0.04472	-0.1349
28.35	0.04488	-0.1351
28.4	0.04532	-0.1351
28.45	0.04533	-0.1351
28.5	0.04538	-0.1354
28.55	0.04584	-0.1356
28.6	0.04607	-0.1356
28.65	0.04602	-0.1356
28.7	0.04616	-0.1357
28.75	0.04602	-0.1358
28.8	0.04669	-0.1359
28.85	0.04669	-0.1357
28.9	0.04819	-0.135
28.95	0.04865	-0.1348
29.0	0.04842	-0.1348
29.05	0.04855	-0.1348
29.1	0.0482	-0.1348
29.15	0.04865	-0.1348
29.2	0.0486	-0.1348
29.25	0.04857	-0.1348
29.3	0.04845	-0.1348
29.35	0.0489	-0.135
29.4	0.04735	-0.1353
29.45	0.04697	-0.1357
29.5	0.04695	-0.1358
29.55	0.0473	-0.1363
29.6	0.05154	-0.1371
29.65	0.05458	-0.138
29.7	0.05826	-0.139
29.75	0.06186	-0.1399
29.8	0.06477	-0.1405
29.85	0.07236	-0.1411
29.9	0.07651	-0.1417
29.95	0.08049	-0.1421
30.0	0.0896	-0.1425
30.05	0.09364	-0.1428
30.1	0.09853	-0.1432
30.15	0.10622	-0.1437
30.2	0.11832	-0.1441
30.25	0.12219	-0.1444
30.3	0.12617	-0.1446
30.35	0.13058	-0.1448
30.4	0.13339	-0.145
30.45	0.13409	-0.145
30.5	0.1342	-0.145
30.55	0.13536	-0.1449
30.6	0.15479	-0.1444
30.65	0.15987	-0.1444
30.7	0.15979	-0.1444
30.75	0.15993	-0.1444
30.8	0.15991	-0.1444
30.85	0.15967	-0.1444
30.9	0.16005	-0.1444
30.95	0.15994	-0.1444
31.0	0.15962	-0.1444
31.05	0.1595	-0.1444
31.1	0.15765	-0.1444
31.15	0.15007	-0.1446
31.2	0.13507	-0.145
31.25	0.13663	-0.1452
31.3	0.14615	-0.1455
31.35	0.16795	-0.1462
31.4	0.19583	-0.1473
31.45	0.22537	-0.148
31.5	0.24153	-0.1487
31.55	0.25851	-0.1496
31.6	0.27132	-0.1503
31.65	0.28647	-0.1507
31.7	0.29501	-0.1512
31.75	0.30212	-0.1518
31.8	0.31303	-0.1523
31.85	0.31876	-0.1528
31.9	0.3223	-0.1532
31.95	0.3277	-0.1538
32.0	0.33337	-0.1541
32.05	0.33479	-0.1543
32.1	0.33884	-0.1546
32.15	0.34375	-0.1548
32.2	0.34302	-0.1548
32.25	0.34251	-0.1547
32.3	0.35799	-0.1544
32.35	0.35815	-0.1543
32.4	0.35774	-0.1543
32.45	0.35791	-0.1543
32.5	0.35846	-0.1543
32.55	0.35901	-0.1543
32.6	0.35927	-0.1543
32.65	0.35918	-0.1543
32.7	0.35915	-0.1543
32.75	0.35924	-0.1543
32.8	0.35887	-0.1543
32.85	0.35791	-0.1544
32.9	0.34988	-0.1546
32.95	0.34781	-0.1549
33.0	0.35587	-0.1558
33.05	0.36821	-0.1568
33.1	0.3885	-0.1577
33.15	0.40294	-0.1587
33.2	0.41489	-0.1595
33.25	0.44003	-0.1603
33.3	0.45439	-0.1612
33.35	0.46634	-0.1618
33.4	0.47672	-0.1623
33.45	0.49391	-0.1627
33.5	0.50002	-0.1631
33.55	0.50713	-0.1635
33.6	0.51997	-0.1639
33.65	0.52901	-0.1643
33.7	0.53911	-0.1647
33.75	0.55676	-0.165
33.8	0.55963	-0.1651
33.85	0.56061	-0.1651
33.9	0.56166	-0.1651
33.95	0.5733	-0.1649
34.0	0.57312	-0.1649
34.05	0.57315	-0.1649
34.1	0.57268	-0.1649
34.15	0.57156	-0.1649
34.2	0.57098	-0.1649
34.25	0.57368	-0.1649
34.3	0.57414	-0.1648
34.35	0.57397	-0.1648
34.4	0.57286	-0.1648
34.45	0.56807	-0.1649
34.5	0.56383	-0.1651
34.55	0.56528	-0.1653
34.6	0.58287	-0.1657
34.65	0.60602	-0.1665
34.7	0.62244	-0.1673
34.75	0.65385	-0.1682
34.8	0.66776	-0.1688
34.85	0.677	-0.1692
34.9	0.69518	-0.1697
34.95	0.70358	-0.1701
35.0	0.71552	-0.1704
35.05	0.7233	-0.1705
35.1	0.72836	-0.1707
35.15	0.73491	-0.171
35.2	0.7426	-0.1711
35.25	0.74881	-0.1713
35.3	0.76077	-0.1716
35.35	0.77263	-0.1718
35.4	0.78149	-0.1722
35.45	0.78908	-0.1724
35.5	0.8046	-0.1727
35.55	0.80812	-0.1729
35.6	0.80975	-0.1729
35.65	0.81105	-0.1729
35.7	0.81053	-0.1729
35.75	0.82016	-0.1728
35.8	0.82553	-0.1727
35.85	0.82526	-0.1727
35.9	0.82538	-0.1727
35.95	0.82579	-0.1727
36.0	0.82553	-0.1727
36.05	0.82466	-0.1727
36.1	0.82388	-0.1727
36.15	0.82394	-0.1727
36.2	0.82397	-0.1727
36.25	0.81828	-0.1728
36.3	0.81369	-0.1729
36.35	0.81712	-0.1732
36.4	0.83714	-0.1738
36.45	0.85236	-0.1744
36.5	0.86787	-0.175
36.55	0.879	-0.1755
36.6	0.90454	-0.1761
36.65	0.91563	-0.1767
36.7	0.92226	-0.1771
36.75	0.94014	-0.1776
36.8	0.95398	-0.1781
36.85	0.96304	-0.1786
36.9	0.97391	-0.1789
