"Time (s) Florinda 0.02 1.5";"Light Intensity (% of scale max) Florinda 0.02 1.5";"Angle (rad) Florinda 0.02 1.5";"Time (s) Arianna 0.02 1.5";"Light Intensity (% of scale max) Arianna 0.02 1.5";"Angle (rad) Arianna 0.02 1.5";"Time (s) Antonio 0.02 1.5";"Light Intensity (% of scale max) Antonio 0.02 1.5";"Angle (rad) Antonio 0.02 1.5";"Time (s) Florinda 0.04 1.5";"Light Intensity (% of scale max) Florinda 0.04 1.5";"Angle (rad) Florinda 0.04 1.5";"Time (s) Matteo 0.04 1.5";"Light Intensity (% of scale max) Matteo 0.04 1.5";"Angle (rad) Matteo 0.04 1.5";"Time (s) Antonio 0.04 1.5";"Light Intensity (% of scale max) Antonio 0.04 1.5";"Angle (rad) Antonio 0.04 1.5";"Time (s) Arianna 0.08 1.5";"Light Intensity (% of scale max) Arianna 0.08 1.5";"Angle (rad) Arianna 0.08 1.5";"Time (s) Florinda 0.08 1.5";"Light Intensity (% of scale max) Florinda 0.08 1.5";"Angle (rad) Florinda 0.08 1.5";"Time (s) Matteo 0.08 1.5";"Light Intensity (% of scale max) Matteo 0.08 1.5";"Angle (rad) Matteo 0.08 1.5";"Time (s) Florinda 0.02 1.0 candela";"Light Intensity (% of scale max) Florinda 0.02 1.0 candela";"Angle (rad) Florinda 0.02 1.0 candela";"Time (s) Antonio 0.04 1.0 candela";"Light Intensity (% of scale max) Antonio 0.04 1.0 candela";"Angle (rad) Antonio 0.04 1.0 candela";"Time (s) Matteo 0.04 1.0";"Light Intensity (% of scale max) Matteo 0.04 1.0";"Angle (rad) Matteo 0.04 1.0";"Time (s) Arianna 0.08 1.0";"Light Intensity (% of scale max) Arianna 0.08 1.0";"Angle (rad) Arianna 0.08 1.0";"Time (s) Antonio 0.08 0.5";"Light Intensity (% of scale max) Antonio 0.08 0.5";"Angle (rad) Antonio 0.08 0.5";"Time (s) Florinda 0.04 0.5";"Light Intensity (% of scale max) Florinda 0.04 0.5";"Angle (rad) Florinda 0.04 0.5";"Time (s) Laser rumore costante sole";"Light Intensity (% of scale max) Laser rumore costante sole";"Angle (rad) Laser rumore costante sole";"Time (s) Corrente di buio t candela";"Light Intensity (% of scale max) Corrente di buio t candela";"Angle (rad) Corrente di buio t candela";"Time (s) Corrente di buio t lampadina";"Light Intensity (% of scale max) Corrente di buio t lampadina";"Angle (rad) Corrente di buio t lampadina";"Time (s) Rumore t lampadina";"Light Intensity (% of scale max) Rumore t lampadina";"Angle (rad) Rumore t lampadina";"Time (s) Rumore t candela";"Light Intensity (% of scale max) Rumore t candela";"Angle (rad) Rumore t candela";"Time (s) Rumore s lampadina";"Light Intensity (% of scale max) Rumore s lampadina";"Angle (rad) Rumore s lampadina";"Time (s) VAntonio 0.02 1.5";"Light Intensity (% of scale max) VAntonio 0.02 1.5";"Angle (rad) VAntonio 0.02 1.5"
36,100;0,31082;-9,29912;36,100;0,07852;-4,45949;36,100;0,03673;-12,60486;36,100;0,05579;-5,59047;36,100;0,04330;-2,28787;36,100;4,12672;-7,78880;36,100;0,05087;-9,01795;36,100;0,05238;-1,38701;36,100;0,04871;-5,35328;36,100;2,18005;-3,54372;36,100;1,35651;-5,41218;36,100;0,04655;-4,47128;36,100;0,05907;-9,70046;36,100;0,04591;-5,21348;36,100;0,03246;-5,56062;36,100;32,57591;0,00000;36,100;1,69589;0,00000;36,100;0,02837;0,00000;36,100;0,05429;-0,00157;36,100;4,13867;0,00000;36,100;0,09024;-10,19448;36,100;0,82388;-7,23509
36,150;0,29417;-9,28106;36,150;0,07283;-4,35778;36,150;0,03615;-12,66298;36,150;0,05591;-5,59165;36,150;0,04341;-2,29022;36,150;4,11972;-7,79076;36,150;0,05074;-9,01795;36,150;0,05249;-1,38701;36,150;0,04826;-5,35603;36,150;2,14638;-3,54372;36,150;1,45325;-5,39922;36,150;0,04669;-4,48541;36,150;0,06372;-9,71538;36,150;0,04581;-5,21348;36,150;0,03265;-5,56337;36,150;32,57391;0,00000;36,150;1,69212;0,00000;36,150;0,02835;0,00000;36,150;0,05399;-0,00157;36,150;4,16528;0,00000;36,150;0,09029;-10,14303;36,150;0,82394;-7,23509
36,200;0,28654;-9,27556;36,200;0,06589;-4,23644;36,200;0,03584;-12,72032;36,200;0,05891;-5,61403;36,200;0,04323;-2,29022;36,200;4,09703;-7,79901;36,200;0,05115;-9,01795;36,200;0,05229;-1,38701;36,200;0,04774;-5,36270;36,200;2,13040;-3,54372;36,200;1,31808;-5,39569;36,200;0,04727;-4,50819;36,200;0,06746;-9,72795;36,200;0,04575;-5,21191;36,200;0,03241;-5,56848;36,200;32,57442;0,00000;36,200;1,69554;0,00000;36,200;0,02806;0,00000;36,200;0,05434;-0,00157;36,200;4,13969;0,00000;36,200;0,09015;-10,10337;36,200;0,82397;-7,23509
36,250;0,28638;-9,27556;36,250;0,06737;-4,10057;36,250;0,03557;-12,79336;36,250;0,06422;-5,65762;36,250;0,04317;-2,29022;36,250;4,06703;-7,80097;36,250;0,05092;-9,01795;36,250;0,05257;-1,38741;36,250;0,04607;-5,37409;36,250;2,11336;-3,54372;36,250;1,24930;-5,39569;36,250;0,04758;-4,51565;36,250;0,07144;-9,74169;36,250;0,04596;-5,19227;36,250;0,03345;-5,57672;36,250;32,57622;0,00000;36,250;1,72853;0,00000;36,250;0,02812;0,00000;36,250;0,05469;-0,00157;36,250;4,14806;0,00000;36,250;0,09044;-10,06528;36,250;0,81828;-7,23784
36,300;0,28610;-9,27556;36,300;0,07091;-3,98276;36,300;0,03635;-12,85933;36,300;0,06520;-5,66115;36,300;0,04338;-2,29022;36,300;4,06441;-7,80372;36,300;0,05087;-9,01795;36,300;0,05232;-1,39330;36,300;0,04573;-5,38234;36,300;2,17148;-3,54450;36,300;1,36961;-5,39569;36,300;0,04778;-4,52939;36,300;0,07994;-9,75465;36,300;0,04535;-5,18049;36,300;0,03400;-5,58576;36,300;32,57689;0,00000;36,300;1,74147;0,00000;36,300;0,02820;0,00000;36,300;0,05467;-0,00157;36,300;4,13672;0,00000;36,300;0,09042;-10,06017;36,300;0,81369;-7,24452
36,350;0,28571;-9,27556;36,350;0,05809;-3,87202;36,350;0,03716;-12,90410;36,350;0,06509;-5,66115;36,350;0,04356;-2,28551;36,350;4,06413;-7,80529;36,350;0,05093;-9,01795;36,350;0,05295;-1,40037;36,350;0,04544;-5,38823;36,350;2,16907;-3,54882;36,350;1,35823;-5,39569;36,350;0,04836;-4,53960;36,350;0,08372;-9,76643;36,350;0,04498;-5,18049;36,350;0,03403;-5,59361;36,350;32,57605;0,00000;36,350;1,71895;0,00000;36,350;0,02841;0,00000;36,350;0,05478;-0,00157;36,350;4,14067;0,00000;36,350;0,08977;-10,07981;36,350;0,81712;-7,25708
36,400;0,28555;-9,27556;36,400;0,05676;-3,73850;36,400;0,03734;-12,96693;36,400;0,06500;-5,66272;36,400;0,04427;-2,27451;36,400;4,05954;-7,81472;36,400;0,05090;-9,01795;36,400;0,05321;-1,40115;36,400;0,04489;-5,40040;36,400;2,12718;-3,55000;36,400;1,29317;-5,39569;36,400;0,04877;-4,54903;36,400;0,08807;-9,78136;36,400;0,04497;-5,18049;36,400;0,03429;-5,60303;36,400;32,57819;0,00000;36,400;1,71590;0,00000;36,400;0,02817;0,00000;36,400;0,05505;-0,00157;36,400;4,11502;0,00000;36,400;0,09007;-10,09237;36,400;0,83714;-7,28065
36,450;0,28574;-9,27556;36,450;0,05733;-3,62422;36,450;0,03828;-13,02623;36,450;0,06610;-5,66744;36,450;0,04460;-2,27451;36,450;4,09761;-7,83003;36,450;0,05095;-9,01795;36,450;0,05296;-1,40272;36,450;0,04427;-5,40943;36,450;2,11734;-3,55000;36,450;1,18593;-5,39569;36,450;0,04919;-4,56042;36,450;0,09306;-9,79824;36,450;0,04510;-5,18049;36,450;0,03496;-5,61717;36,450;32,57788;0,00000;36,450;1,70256;0,00000;36,450;0,02850;0,00000;36,450;0,05519;-0,00157;36,450;4,07442;0,00000;36,450;0,09027;-10,09237;36,450;0,85236;-7,30617
36,500;0,28635;-9,27556;36,500;0,05322;-3,52330;36,500;0,04030;-13,07925;36,500;0,06898;-5,68079;36,500;0,04459;-2,27451;36,500;4,13228;-7,84221;36,500;0,05075;-9,01873;36,500;0,05309;-1,40272;36,500;0,04396;-5,41690;36,500;2,09563;-3,55000;36,500;1,44733;-5,39569;36,500;0,04915;-4,56160;36,500;0,10147;-9,81277;36,500;0,04509;-5,18049;36,500;0,03590;-5,62424;36,500;32,57883;0,00000;36,500;1,75067;0,00000;36,500;0,02838;0,00000;36,500;0,05528;-0,00157;36,500;4,04749;0,00000;36,500;0,08990;-10,09237;36,500;0,86787;-7,32934
36,550;0,28622;-9,28027;36,550;0,04959;-3,48128;36,550;0,04230;-13,12401;36,550;0,07198;-5,68589;36,550;0,04454;-2,27451;36,550;4,19113;-7,85320;36,550;0,05109;-9,02305;36,550;0,05284;-1,40272;36,550;0,04379;-5,42907;36,550;2,13319;-3,55236;36,550;1,34355;-5,39805;36,550;0,04942;-4,55806;36,550;0,10445;-9,82730;36,550;0,04512;-5,18049;36,550;0,03610;-5,63013;36,550;32,57945;0,00000;36,550;1,76529;0,00000;36,550;0,02843;0,00000;36,550;0,05542;-0,00157;36,550;4,03625;0,00000;36,550;0,08981;-10,09237;36,550;0,87900;-7,35015
36,600;0,28853;-9,28970;36,600;0,04922;-3,47775;36,600;0,04279;-13,15543;36,600;0,07573;-5,69257;36,600;0,04474;-2,27451;36,600;4,21452;-7,86341;36,600;0,05057;-9,03837;36,600;0,05328;-1,40743;36,600;0,04393;-5,43810;36,600;2,14621;-3,55629;36,600;1,03934;-5,41297;36,600;0,04974;-4,55374;36,600;0,10754;-9,83948;36,600;0,04555;-5,18049;36,600;0,03664;-5,63602;36,600;32,57677;0,00000;36,600;1,75374;0,00000;36,600;0,02818;0,00000;36,600;0,05557;-0,00157;36,600;4,09924;0,00000;36,600;0,08966;-10,09237;36,600;0,90454;-7,37489
36,650;0,29227;-9,30619;36,650;0,04869;-3,48128;36,650;0,04314;-13,18567;36,650;0,08586;-5,71692;36,650;0,04465;-2,27491;36,650;4,27438;-7,88108;36,650;0,05003;-9,05604;36,650;0,05312;-1,41372;36,650;0,04433;-5,45145;36,650;2,10825;-3,57671;36,650;1,29434;-5,42043;36,650;0,05020;-4,55374;36,650;0,11006;-9,85204;36,650;0,04529;-5,18049;36,650;0,03658;-5,64388;36,650;32,57942;0,00000;36,650;1,74355;0,00000;36,650;0,02824;0,00000;36,650;0,05583;-0,00157;36,650;4,08525;0,00000;36,650;0,08986;-10,09159;36,650;0,91563;-7,40121
36,700;0,29167;-9,31169;36,700;0,05013;-3,48246;36,700;0,04355;-13,20805;36,700;0,08911;-5,72399;36,700;0,04462;-2,27687;36,700;4,28990;-7,89640;36,700;0,04994;-9,07607;36,700;0,05261;-1,42000;36,700;0,04460;-5,45931;36,700;2,07928;-3,60812;36,700;1,32619;-5,43574;36,700;0,04979;-4,55374;36,700;0,11613;-9,87089;36,700;0,04536;-5,18128;36,700;0,03712;-5,64937;36,700;32,58060;0,00000;36,700;1,73219;0,00000;36,700;0,02841;0,00000;36,700;0,05583;-0,00157;36,700;4,08508;0,00000;36,700;0,08972;-10,08216;36,700;0,92226;-7,41966
36,750;0,28806;-9,33721;36,750;0,05000;-3,48246;36,750;0,04369;-13,22219;36,750;0,08931;-5,72399;36,750;0,04465;-2,27883;36,750;4,30949;-7,90700;36,750;0,05763;-9,10552;36,750;0,05212;-1,42746;36,750;0,04477;-5,46127;36,750;2,09767;-3,63718;36,750;1,11562;-5,46638;36,750;0,04996;-4,55374;36,750;0,11945;-9,89092;36,750;0,04601;-5,18913;36,750;0,03720;-5,65251;36,750;32,57776;0,00000;36,750;1,73932;0,00000;36,750;0,02829;0,00000;36,750;0,05583;-0,00157;36,750;4,08810;0,00000;36,750;0,08992;-10,04682;36,750;0,94014;-7,43812
36,800;0,26443;-9,36981;36,800;0,05005;-3,48246;36,800;0,04359;-13,23397;36,800;0,08937;-5,72399;36,800;0,04445;-2,29022;36,800;4,32809;-7,91368;36,800;0,07367;-9,13262;36,800;0,05185;-1,43728;36,800;0,04465;-5,46952;36,800;2,13095;-3,66310;36,800;1,40761;-5,48208;36,800;0,04985;-4,55374;36,800;0,12106;-9,90231;36,800;0,04588;-5,20091;36,800;0,03760;-5,65801;36,800;32,57843;0,00000;36,800;1,78400;0,00000;36,800;0,02831;0,00000;36,800;0,05577;-0,00157;36,800;4,11293;0,00000;36,800;0,09004;-9,99027;36,800;0,95398;-7,46129
36,850;0,25299;-9,40083;36,850;0,04984;-3,48246;36,850;0,04376;-13,23593;36,850;0,08952;-5,72399;36,850;0,04405;-2,29415;36,850;4,33128;-7,91368;36,850;0,10545;-9,15186;36,850;0,05211;-1,43728;36,850;0,04608;-5,47973;36,850;2,29617;-3,68509;36,850;1,33826;-5,48797;36,850;0,04982;-4,55413;36,850;0,12209;-9,91409;36,850;0,04582;-5,21191;36,850;0,03773;-5,66155;36,850;32,57892;0,00000;36,850;1,76729;0,00000;36,850;0,02838;0,00000;36,850;0,05603;-0,00157;36,850;4,15970;0,00000;36,850;0,09041;-9,92391;36,850;0,96304;-7,47935
36,900;0,24362;-9,42714;36,900;0,04990;-3,48246;36,900;0,04379;-13,23711;36,900;0,08937;-5,72399;36,900;0,04404;-2,29729;36,900;4,33267;-7,91525;36,900;0,12198;-9,17032;36,900;0,05196;-1,43728;36,900;0,04678;-5,48680;36,900;2,37227;-3,70865;36,900;1,23672;-5,50250;36,900;0,05026;-4,55767;36,900;0,12375;-9,92430;36,900;0,04497;-5,22604;36,900;0,03802;-5,66351;36,900;32,57866;0,00000;36,900;1,74307;0,00000;36,900;0,02837;0,00000;36,900;0,05583;-0,00157;36,900;4,15982;0,00000;36,900;0,09067;-9,85047;36,900;0,97391;-7,49349
36,950;0,23352;-9,44874;36,950;0,04967;-3,48128;36,950;0,04401;-13,23711;36,950;0,08917;-5,72399;36,950;0,04398;-2,30750;36,950;4,34918;-7,92271;36,950;0,13985;-9,18759;36,950;0,05151;-1,42432;36,950;0,04761;-5,49622;36,950;2,46143;-3,73339;36,950;1,51889;-5,52057;36,950;0,04973;-4,56474;36,950;0,12456;-9,93569;36,950;0,04356;-5,24961;36,950;0,03795;-5,66430;36,950;32,57858;0,00000;36,950;1,72498;0,00000;36,950;0,02855;0,00000;36,950;0,05640;-0,00157;36,950;4,17488;0,00000;36,950;0,09035;-9,77232;36,950;0,98009;-7,50645
37,000;0,22940;-9,47034;37,000;0,04967;-3,47775;37,000;0,04419;-13,23240;37,000;0,08942;-5,72399;37,000;0,04407;-2,32164;37,000;4,35907;-7,92939;37,000;0,17804;-9,20487;37,000;0,05147;-1,42000;37,000;0,04860;-5,50407;37,000;2,64188;-3,75735;37,000;1,61926;-5,52292;37,000;0,04948;-4,58516;37,000;0,12500;-9,94629;37,000;0,04160;-5,27317;37,000;0,03810;-5,66272;37,000;32,57954;0,00000;37,000;1,72298;0,00000;37,000;0,02824;0,00000;37,000;0,05646;-0,00157;37,000;4,18008;0,00000;37,000;0,09033;-9,69967;37,000;0,98351;-7,51627
37,050;0,22324;-9,51943;37,050;0,04944;-3,42984;37,050;0,04390;-13,23240;37,050;0,08954;-5,72399;37,050;0,04404;-2,32989;37,050;4,36436;-7,93331;37,050;0,20262;-9,22686;37,050;0,05177;-1,42000;37,050;0,05020;-5,51154;37,050;2,66605;-3,76363;37,050;1,48807;-5,52803;37,050;0,04951;-4,59301;37,050;0,12556;-9,95100;37,050;0,03627;-5,29516;37,050;0,03903;-5,63838;37,050;32,58029;0,00000;37,050;1,76187;0,00000;37,050;0,02856;0,00000;37,050;0,05649;-0,00157;37,050;4,23708;0,00000;37,050;0,09003;-9,61956;37,050;0,99319;-7,52923
37,100;0,21655;-9,58029;37,100;0,04807;-3,33637;37,100;0,04411;-13,23240;37,100;0,08932;-5,72399;37,100;0,04419;-2,33892;37,100;4,37192;-7,93724;37,100;0,22032;-9,24179;37,100;0,05159;-1,42000;37,100;0,05066;-5,51743;37,100;2,72839;-3,76206;37,100;2,03192;-5,54806;37,100;0,04948;-4,60087;37,100;0,12494;-9,95729;37,100;0,03497;-5,31322;37,100;0,04132;-5,62660;37,100;32,57961;0,00000;37,100;1,74423;0,00000;37,100;0,02853;0,00000;37,100;0,05656;-0,00157;37,100;4,26109;0,00000;37,100;0,08974;-9,56694;37,100;0,99373;-7,53747
37,150;0,20575;-9,62231;37,150;0,04753;-3,25705;37,150;0,04413;-13,23240;37,150;0,08936;-5,72163;37,150;0,04391;-2,35148;37,150;4,37737;-7,94352;37,150;0,23476;-9,25435;37,150;0,05165;-1,42000;37,150;0,05138;-5,52214;37,150;2,72183;-3,75931;37,150;2,22932;-5,56219;37,150;0,04971;-4,61225;37,150;0,12497;-9,95886;37,150;0,03410;-5,31951;37,150;0,04112;-5,62660;37,150;32,57892;0,00000;37,150;1,72678;0,00000;37,150;0,02815;0,00000;37,150;0,05679;-0,00157;37,150;4,25163;0,00000;37,150;0,09013;-9,54024;37,150;0,99538;-7,54454
37,200;0,20471;-9,63213;37,200;0,04657;-3,19029;37,200;0,04439;-13,23240;37,200;0,09026;-5,71770;37,200;0,04388;-2,35620;37,200;4,38295;-7,95609;37,200;0,26393;-9,26771;37,200;0,05159;-1,42000;37,200;0,05235;-5,52764;37,200;2,93170;-3,75106;37,200;2,17523;-5,56848;37,200;0,04984;-4,62443;37,200;0,12491;-9,95886;37,200;0,03391;-5,32186;37,200;0,04128;-5,62660;37,200;32,58038;0,00000;37,200;1,70312;0,00000;37,200;0,02867;0,00000;37,200;0,05673;-0,00157;37,200;4,28781;0,00000;37,200;0,08978;-9,53474;37,200;1,00107;-7,55397
37,250;0,20325;-9,62310;37,250;0,04588;-3,08348;37,250;0,04440;-13,23240;37,250;0,09337;-5,70946;37,250;0,04376;-2,35816;37,250;4,38834;-7,96983;37,250;0,27992;-9,28420;37,250;0,05132;-1,42000;37,250;0,05362;-5,53313;37,250;3,05016;-3,74949;37,250;2,00969;-5,56848;37,250;0,05005;-4,63660;37,250;0,12482;-9,95689;37,250;0,03337;-5,32500;37,250;0,04123;-5,62660;37,250;32,58049;0,00000;37,250;1,70712;0,00000;37,250;0,02827;0,00000;37,250;0,05684;-0,00157;37,250;4,28510;0,00000;37,250;0,08987;-9,53553;37,250;1,00392;-7,56496
37,300;0,18967;-9,61485;37,300;0,04591;-2,97116;37,300;0,04437;-13,23240;37,300;0,09766;-5,70828;37,300;0,04388;-2,35934;37,300;4,39087;-7,97494;37,300;0,29211;-9,29519;37,300;0,05141;-1,42000;37,300;0,05574;-5,54256;37,300;3,11972;-3,74949;37,300;2,01785;-5,56298;37,300;0,05087;-4,64328;37,300;0,12462;-9,95257;37,300;0,03313;-5,32815;37,300;0,04079;-5,62660;37,300;32,58080;0,00000;37,300;1,73622;0,00000;37,300;0,02835;0,00000;37,300;0,05682;-0,00157;37,300;4,33427;0,00000;37,300;0,08992;-9,55987;37,300;1,00574;-7,57360
37,350;0,18944;-9,61367;37,350;0,04553;-2,91187;37,350;0,04445;-13,23240;37,350;0,09705;-5,70828;37,350;0,04370;-2,35934;37,350;4,39459;-7,97887;37,350;0,30161;-9,30148;37,350;0,05147;-1,42000;37,350;0,05832;-5,55316;37,350;3,09477;-3,74949;37,350;2,60252;-5,54570;37,350;0,05083;-4,64995;37,350;0,12355;-9,94354;37,350;0,03239;-5,33600;37,350;0,04106;-5,62660;37,350;32,57967;0,00000;37,350;1,73593;0,00000;37,350;0,02838;0,00000;37,350;0,05676;-0,00157;37,350;4,30054;0,00000;37,350;0,08989;-9,58893;37,350;1,01202;-7,58224
37,400;0,18919;-9,61328;37,400;0,04568;-2,85885;37,400;0,04463;-13,23240;37,400;0,09706;-5,70828;37,400;0,04362;-2,35777;37,400;4,39417;-7,98122;37,400;0,30177;-9,30226;37,400;0,05161;-1,42000;37,400;0,05867;-5,55591;37,400;3,05495;-3,74949;37,400;3,04189;-5,54177;37,400;0,05103;-4,65113;37,400;0,12238;-9,93844;37,400;0,03110;-5,34542;37,400;0,04103;-5,62660;37,400;32,58104;0,00000;37,400;1,71881;0,00000;37,400;0,02840;0,00000;37,400;0,05692;-0,00157;37,400;4,28682;0,00000;37,400;0,08995;-9,59129;37,400;1,01370;-7,58695
37,450;0,18933;-9,61328;37,450;0,04588;-2,79445;37,450;0,04465;-13,23397;37,450;0,09709;-5,70828;37,450;0,04384;-2,35580;37,450;4,39554;-7,98515;37,450;0,30356;-9,29794;37,450;0,05150;-1,42000;37,450;0,06580;-5,57319;37,450;3,02901;-3,74949;37,450;2,98947;-5,54177;37,450;0,05115;-4,64995;37,450;0,12083;-9,93844;37,450;0,02960;-5,35760;37,450;0,04114;-5,62660;37,450;32,57759;0,00000;37,450;1,71019;0,00000;37,450;0,02841;0,00000;37,450;0,05692;-0,00157;37,450;4,24918;0,00000;37,450;0,09012;-9,59129;37,450;1,01672;-7,59834
37,500;0,18912;-9,61328;37,500;0,04590;-2,76932;37,500;0,04482;-13,25439;37,500;0,09740;-5,70828;37,500;0,04388;-2,34913;37,500;4,39203;-7,98908;37,500;0,32324;-9,28420;37,500;0,05147;-1,42079;37,500;0,06665;-5,58419;37,500;3,08490;-3,74949;37,500;2,94594;-5,54177;37,500;0,05383;-4,64249;37,500;0,12079;-9,93844;37,500;0,02875;-5,36113;37,500;0,04123;-5,62660;37,500;32,58145;0,00000;37,500;1,69441;0,00000;37,500;0,02838;0,00000;37,500;0,05678;-0,00157;37,500;4,26694;0,00000;37,500;0,08983;-9,59129;37,500;1,01886;-7,60659
37,550;0,18956;-9,61328;37,550;0,04596;-2,76775;37,550;0,04674;-13,32076;37,550;0,09708;-5,70828;37,550;0,04393;-2,34363;37,550;4,39209;-7,99182;37,550;0,34987;-9,27870;37,550;0,05153;-1,42157;37,550;0,06827;-5,59165;37,550;3,06854;-3,74949;37,550;3,15619;-5,54177;37,550;0,05417;-4,63857;37,550;0,12050;-9,93844;37,550;0,02896;-5,36113;37,550;0,04092;-5,62660;37,550;32,58041;0,00000;37,550;1,72200;0,00000;37,550;0,02846;0,00000;37,550;0,05719;-0,00157;37,550;4,28525;0,00000;37,550;0,08984;-9,59129;37,550;1,02023;-7,61366
37,600;0,18970;-9,61485;37,600;0,04622;-2,77874;37,600;0,05040;-13,40047;37,600;0,09705;-5,70828;37,600;0,04382;-2,34363;37,600;4,38721;-8,00321;37,600;0,35040;-9,27870;37,600;0,05144;-1,42157;37,600;0,07112;-5,60146;37,600;3,05330;-3,74949;37,600;3,13420;-5,54177;37,600;0,05446;-4,63857;37,600;0,12065;-9,93844;37,600;0,02859;-5,36113;37,600;0,04114;-5,62660;37,600;32,58154;0,00000;37,600;1,73212;0,00000;37,600;0,02875;0,00000;37,600;0,05693;-0,00157;37,600;4,24028;0,00000;37,600;0,08971;-9,59129;37,600;1,02151;-7,61994
37,650;0,18999;-9,61642;37,650;0,04588;-2,77874;37,650;0,05098;-13,46880;37,650;0,09747;-5,70828;37,650;0,04402;-2,34363;37,650;4,37755;-8,01853;37,650;0,35086;-9,27870;37,650;0,05139;-1,42196;37,650;0,07585;-5,60853;37,650;3,02469;-3,74949;37,650;2,96657;-5,54177;37,650;0,05429;-4,63857;37,650;0,12068;-9,93844;37,650;0,02893;-5,36035;37,650;0,04120;-5,62660;37,650;32,58278;0,00000;37,650;1,69614;0,00000;37,650;0,02870;0,00000;37,650;0,05684;-0,00157;37,650;4,23788;0,00000;37,650;0,08972;-9,58304;37,650;1,02229;-7,62740
37,700;0,18980;-9,61642;37,700;0,04597;-2,77874;37,700;0,05031;-13,52142;37,700;0,09695;-5,71142;37,700;0,04359;-2,34442;37,700;4,37302;-8,02442;37,700;0,35074;-9,27870;37,700;0,05176;-1,42471;37,700;0,07715;-5,61560;37,700;3,09937;-3,74949;37,700;2,87619;-5,54177;37,700;0,05431;-4,63935;37,700;0,12070;-9,93844;37,700;0,02716;-5,34857;37,700;0,04083;-5,62660;37,700;32,58037;0,00000;37,700;1,68817;0,00000;37,700;0,02864;0,00000;37,700;0,05678;-0,00157;37,700;4,22331;0,00000;37,700;0,08942;-9,55752;37,700;1,02737;-7,63879
37,750;0,19020;-9,61524;37,750;0,04584;-2,77874;37,750;0,05357;-13,58229;37,750;0,09326;-5,72399;37,750;0,04359;-2,34991;37,750;4,37132;-8,02913;37,750;0,35049;-9,27870;37,750;0,05164;-1,42746;37,750;0,07709;-5,61560;37,750;3,08890;-3,74949;37,750;3,02518;-5,54177;37,750;0,05431;-4,64131;37,750;0,12056;-9,93844;37,750;0,02628;-5,33561;37,750;0,04105;-5,62660;37,750;32,58340;0,00000;37,750;1,67151;0,00000;37,750;0,02852;0,00000;37,750;0,05658;-0,00157;37,750;4,28520;0,00000;37,750;0,08978;-9,52964;37,750;1,02815;-7,64546
37,800;0,19115;-9,61485;37,800;0,04602;-2,77874;37,800;0,05670;-13,62981;37,800;0,08998;-5,72870;37,800;0,04366;-2,35934;37,800;4,37115;-8,03149;37,800;0,35112;-9,27870;37,800;0,05171;-1,43414;37,800;0,07709;-5,61403;37,800;3,03726;-3,74949;37,800;3,09843;-5,54177;37,800;0,05431;-4,64485;37,800;0,11987;-9,93844;37,800;0,02611;-5,33443;37,800;0,04118;-5,62660;37,800;32,58374;0,00000;37,800;1,70554;0,00000;37,800;0,02855;0,00000;37,800;0,05661;-0,00157;37,800;4,27557;0,00000;37,800;0,09007;-9,50018;37,800;1,03052;-7,65450
37,850;0,19197;-9,61367;37,850;0,04575;-2,77835;37,850;0,05679;-13,67811;37,850;0,09079;-5,72909;37,850;0,04332;-2,36169;37,850;4,37158;-8,03659;37,850;0,35074;-9,27870;37,850;0,05133;-1,43649;37,850;0,09314;-5,60461;37,850;3,00421;-3,74949;37,850;3,01630;-5,54492;37,850;0,05376;-4,65977;37,850;0,12154;-9,93844;37,850;0,02567;-5,33443;37,850;0,04109;-5,62660;37,850;32,58194;0,00000;37,850;1,71138;0,00000;37,850;0,02869;0,00000;37,850;0,05672;-0,00157;37,850;4,26344;0,00000;37,850;0,09047;-9,45070;37,850;1,03017;-7,65410
37,900;0,19266;-9,61564;37,900;0,04581;-2,77638;37,900;0,05305;-13,73113;37,900;0,09093;-5,73263;37,900;0,04346;-2,36641;37,900;4,36429;-8,03934;37,900;0,35063;-9,27949;37,900;0,05115;-1,44121;37,900;0,09511;-5,59989;37,900;3,04292;-3,74949;37,900;2,51341;-5,55355;37,900;0,05344;-4,67155;37,900;0,12111;-9,93844;37,900;0,02606;-5,33443;37,900;0,04100;-5,62738;37,900;32,58220;0,00000;37,900;1,69089;0,00000;37,900;0,02853;0,00000;37,900;0,05667;-0,00157;37,900;4,26216;0,00000;37,900;0,09045;-9,36745;37,900;1,03294;-7,65135
37,950;0,19254;-9,62820;37,950;0,04604;-2,76853;37,950;0,05428;-13,77943;37,950;0,09372;-5,74676;37,950;0,04306;-2,38408;37,950;4,35989;-8,04916;37,950;0,34987;-9,28498;37,950;0,05125;-1,44474;37,950;0,09567;-5,59989;37,950;3,04881;-3,74949;37,950;2,24088;-5,56691;37,950;0,05373;-4,68922;37,950;0,12106;-9,93961;37,950;0,02602;-5,33443;37,950;0,04088;-5,63052;37,950;32,58267;0,00000;37,950;1,66542;0,00000;37,950;0,02859;0,00000;37,950;0,05684;-0,00157;37,950;4,27988;0,00000;37,950;0,09007;-9,28184;37,950;1,03955;-7,64625
