Time (s) Florinda 0.02 1.5	Light Intensity (% of scale max) Florinda 0.02 1.5	Position (m) Florinda 0.02 1.5	Time (s) Arianna 0.02 1.5	Light Intensity (% of scale max) Arianna 0.02 1.5	Position (m) Arianna 0.02 1.5	Time (s) Antonio 0.02 1.5	Light Intensity (% of scale max) Antonio 0.02 1.5	Position (m) Antonio 0.02 1.5	Time (s) Florinda 0.04 1.5	Light Intensity (% of scale max) Florinda 0.04 1.5	Position (m) Florinda 0.04 1.5	Time (s) Matteo 0.04 1.5	Light Intensity (% of scale max) Matteo 0.04 1.5	Position (m) Matteo 0.04 1.5	Time (s) Antonio 0.04 1.5	Light Intensity (% of scale max) Antonio 0.04 1.5	Position (m) Antonio 0.04 1.5	Time (s) Arianna 0.08 1.5	Light Intensity (% of scale max) Arianna 0.08 1.5	Position (m) Arianna 0.08 1.5	Time (s) Florinda 0.08 1.5	Light Intensity (% of scale max) Florinda 0.08 1.5	Position (m) Florinda 0.08 1.5	Time (s) Matteo 0.08 1.5	Light Intensity (% of scale max) Matteo 0.08 1.5	Position (m) Matteo 0.08 1.5	Time (s) Florinda 0.02 1.0 candela	Light Intensity (% of scale max) Florinda 0.02 1.0 candela	Position (m) Florinda 0.02 1.0 candela	Time (s) Antonio 0.04 1.0 candela	Light Intensity (% of scale max) Antonio 0.04 1.0 candela	Position (m) Antonio 0.04 1.0 candela	Time (s) Matteo 0.04 1.0	Light Intensity (% of scale max) Matteo 0.04 1.0	Position (m) Matteo 0.04 1.0	Time (s) Arianna 0.08 1.0	Light Intensity (% of scale max) Arianna 0.08 1.0	Position (m) Arianna 0.08 1.0	Time (s) Antonio 0.08 0.5	Light Intensity (% of scale max) Antonio 0.08 0.5	Position (m) Antonio 0.08 0.5	Time (s) Florinda 0.04 0.5	Light Intensity (% of scale max) Florinda 0.04 0.5	Position (m) Florinda 0.04 0.5	Time (s) Laser rumore costante sole	Light Intensity (% of scale max) Laser rumore costante sole	Position (m) Laser rumore costante sole	Time (s) Corrente di buio t candela	Light Intensity (% of scale max) Corrente di buio t candela	Position (m) Corrente di buio t candela	Time (s) Corrente di buio t lampadina	Light Intensity (% of scale max) Corrente di buio t lampadina	Position (m) Corrente di buio t lampadina	Time (s) Rumore t lampadina	Light Intensity (% of scale max) Rumore t lampadina	Position (m) Rumore t lampadina	Time (s) Rumore t candela	Light Intensity (% of scale max) Rumore t candela	Position (m) Rumore t candela	Time (s) Rumore s lampadina	Light Intensity (% of scale max) Rumore s lampadina	Position (m) Rumore s lampadina	Time (s) Antonio 2 0.02 1.5	Light Intensity (% of scale max) Antonio 2 0.02 1.5	Position (m) Antonio 2 0.02 1.5
82,300	0,0	-0,0696				82,300	0,0	6,7756E-17	82,300	0,1	-0,2840	82,300	0,2	-0,1482	82,300	0,1	-0,2798	82,300	0,1	-0,2004	82,300	0,0	-0,1243	82,300	0,5	-0,2110	82,300	83,8	-0,1916	82,300	2,1	-0,2967	82,300	3,4	-0,1855	82,300	8,3	-0,1900	82,300	0,0	-0,2970	82,300	0,0	-0,2973	82,300	32,4	0,0000													82,300	0,1	-0,3040	82,300	0,0	-0,3397
82,350	0,0	-0,0696				82,350	0,0	6,7756E-17	82,350	0,1	-0,2840	82,350	0,2	-0,1484	82,350	0,1	-0,2794	82,350	0,1	-0,2003	82,350	0,0	-0,1243	82,350	0,5	-0,2112	82,350	83,9	-0,1916	82,350	2,1	-0,2970	82,350	3,4	-0,1857	82,350	8,3	-0,1900	82,350	0,0	-0,2967	82,350	0,0	-0,2977	82,350	32,4	0,0000													82,350	0,1	-0,3053	82,350	0,0	-0,3394
82,400	0,0	-0,0696				82,400	0,0	6,7756E-17	82,400	0,1	-0,2840	82,400	0,2	-0,1486	82,400	0,1	-0,2781	82,400	0,1	-0,2003	82,400	0,0	-0,1243	82,400	0,5	-0,2113	82,400	83,8	-0,1916	82,400	1,9	-0,2971	82,400	3,5	-0,1858	82,400	8,3	-0,1900	82,400	0,0	-0,2966	82,400	0,0	-0,2980	82,400	32,4	0,0000													82,400	0,1	-0,3062	82,400	0,0	-0,3388
82,450	0,0	-0,0697				82,450	0,0	6,7756E-17	82,450	0,1	-0,2842	82,450	0,2	-0,1486	82,450	0,0	-0,2778	82,450	0,1	-0,2003	82,450	0,0	-0,1243	82,450	0,5	-0,2114	82,450	83,9	-0,1916	82,450	1,8	-0,2971	82,450	3,5	-0,1859	82,450	8,3	-0,1900	82,450	0,0	-0,2966	82,450	0,0	-0,2983	82,450	32,4	0,0000													82,450	0,1	-0,3069	82,450	0,0	-0,3382
82,500	0,0	-0,0697				82,500	0,0	6,7756E-17	82,500	0,1	-0,2844	82,500	0,2	-0,1486	82,500	0,0	-0,2778	82,500	0,1	-0,2003	82,500	0,0	-0,1243	82,500	0,5	-0,2115	82,500	83,8	-0,1917	82,500	1,8	-0,2971	82,500	3,5	-0,1859	82,500	8,3	-0,1900	82,500	0,0	-0,2965	82,500	0,0	-0,2985	82,500	32,4	0,0000													82,500	0,1	-0,3073	82,500	0,0	-0,3379
82,550	0,0	-0,0697				82,550	0,0	6,7756E-17	82,550	0,1	-0,2845	82,550	0,2	-0,1487	82,550	0,0	-0,2778	82,550	0,1	-0,2002	82,550	0,0	-0,1243	82,550	0,5	-0,2115	82,550	83,8	-0,1920	82,550	2,1	-0,2971	82,550	3,5	-0,1860	82,550	8,3	-0,1900	82,550	0,0	-0,2965	82,550	0,0	-0,2988	82,550	32,4	0,0000													82,550	0,1	-0,3073	82,550	0,0	-0,3376
82,600	0,0	-0,0697				82,600	0,0	6,7756E-17	82,600	0,1	-0,2845	82,600	0,2	-0,1491	82,600	0,0	-0,2778	82,600	0,1	-0,2001	82,600	0,0	-0,1243	82,600	0,5	-0,2115	82,600	83,7	-0,1925	82,600	1,9	-0,2971	82,600	3,5	-0,1860	82,600	8,2	-0,1899	82,600	0,0	-0,2965	82,600	0,0	-0,2991	82,600	32,4	0,0000													82,600	0,1	-0,3069	82,600	0,0	-0,3371
82,650	0,0	-0,0697				82,650	0,0	6,7756E-17	82,650	0,1	-0,2845	82,650	0,2	-0,1492	82,650	0,0	-0,2778	82,650	0,1	-0,1999	82,650	0,0	-0,1245	82,650	0,5	-0,2115	82,650	83,7	-0,1931	82,650	1,9	-0,2966	82,650	3,5	-0,1860	82,650	8,2	-0,1899	82,650	0,0	-0,2966	82,650	0,0	-0,2994	82,650	32,4	0,0000													82,650	0,1	-0,3068	82,650	0,0	-0,3368
82,700	0,0	-0,0696				82,700	0,0	6,7756E-17	82,700	0,1	-0,2846	82,700	0,2	-0,1492	82,700	0,0	-0,2778	82,700	0,2	-0,1998	82,700	0,0	-0,1248	82,700	0,5	-0,2115	82,700	83,7	-0,1936	82,700	1,7	-0,2966	82,700	3,5	-0,1860	82,700	8,3	-0,1898	82,700	0,0	-0,2969	82,700	0,0	-0,2997	82,700	32,4	0,0000													82,700	0,1	-0,3068	82,700	0,0	-0,3366
82,750	0,0	-0,0692				82,750	0,0	6,7756E-17	82,750	0,1	-0,2848	82,750	0,2	-0,1492	82,750	0,0	-0,2778	82,750	0,2	-0,1997	82,750	0,0	-0,1252	82,750	0,5	-0,2114	82,750	83,6	-0,1941	82,750	1,9	-0,2966	82,750	3,5	-0,1862	82,750	8,7	-0,1896	82,750	0,0	-0,2971	82,750	0,0	-0,3001	82,750	32,4	0,0000													82,750	0,1	-0,3068	82,750	0,0	-0,3361
82,800	0,0	-0,0678				82,800	0,0	6,7756E-17	82,800	0,1	-0,2851	82,800	0,2	-0,1492	82,800	0,0	-0,2778	82,800	0,2	-0,1994	82,800	0,0	-0,1254	82,800	0,5	-0,2114	82,800	83,6	-0,1944	82,800	1,9	-0,2966	82,800	3,5	-0,1863	82,800	9,1	-0,1891	82,800	0,0	-0,2978	82,800	0,0	-0,3004	82,800	32,4	0,0000													82,800	0,1	-0,3068	82,800	0,1	-0,3351
82,850	0,0	-0,0663				82,850	0,0	6,7756E-17	82,850	0,1	-0,2858	82,850	0,2	-0,1492	82,850	0,0	-0,2778	82,850	0,2	-0,1992	82,850	0,0	-0,1257	82,850	0,4	-0,2114	82,850	83,5	-0,1945	82,850	1,8	-0,2966	82,850	3,5	-0,1864	82,850	10,1	-0,1884	82,850	0,0	-0,2992	82,850	0,0	-0,3007	82,850	32,4	0,0000													82,850	0,1	-0,3068	82,850	0,0	-0,3339
82,900	0,0	-0,0645				82,900	0,0	6,7756E-17	82,900	0,1	-0,2860	82,900	0,2	-0,1491	82,900	0,0	-0,2778	82,900	0,5	-0,1987	82,900	0,0	-0,1260	82,900	0,4	-0,2114	82,900	83,5	-0,1948	82,900	1,8	-0,2966	82,900	3,5	-0,1864	82,900	10,3	-0,1879	82,900	0,0	-0,3005	82,900	0,0	-0,3009	82,900	32,4	0,0000													82,900	0,1	-0,3068	82,900	0,0	-0,3327
82,950	0,0	-0,0631				82,950	0,0	6,7756E-17	82,950	0,1	-0,2860	82,950	0,2	-0,1490	82,950	0,0	-0,2778	82,950	0,7	-0,1982	82,950	0,0	-0,1263	82,950	0,4	-0,2109	82,950	83,3	-0,1949	82,950	1,8	-0,2966	82,950	3,5	-0,1864	82,950	10,6	-0,1875	82,950	0,0	-0,3015	82,950	0,0	-0,3011	82,950	32,4	0,0000													82,950	0,1	-0,3070	82,950	0,0	-0,3316
83,000	0,0	-0,0620				83,000	0,0	6,7756E-17	83,000	0,1	-0,2862	83,000	0,2	-0,1489	83,000	0,0	-0,2778	83,000	1,0	-0,1977	83,000	0,0	-0,1267	83,000	0,4	-0,2107	83,000	83,3	-0,1950	83,000	1,9	-0,2966	83,000	3,5	-0,1864	83,000	10,9	-0,1871	83,000	0,0	-0,3028	83,000	0,0	-0,3014	83,000	32,4	0,0000													83,000	0,1	-0,3075	83,000	0,1	-0,3306
83,050	0,0	-0,0593				83,050	0,0	6,7756E-17	83,050	0,1	-0,2869	83,050	0,2	-0,1489	83,050	0,0	-0,2778	83,050	1,6	-0,1972	83,050	0,0	-0,1270	83,050	0,4	-0,2107	83,050	83,3	-0,1950	83,050	2,0	-0,2966	83,050	3,5	-0,1864	83,050	11,1	-0,1866	83,050	0,0	-0,3036	83,050	0,0	-0,3017	83,050	32,4	0,0000													83,050	0,1	-0,3090	83,050	0,1	-0,3299
83,100	0,0	-0,0579				83,100	0,0	6,7756E-17	83,100	0,1	-0,2875	83,100	0,2	-0,1489	83,100	0,0	-0,2778	83,100	1,9	-0,1968	83,100	0,0	-0,1273	83,100	0,4	-0,2107	83,100	83,2	-0,1949	83,100	1,8	-0,2967	83,100	3,5	-0,1865	83,100	11,4	-0,1862	83,100	0,0	-0,3043	83,100	0,0	-0,3021	83,100	32,4	0,0000													83,100	0,1	-0,3115	83,100	0,1	-0,3294
83,150	0,0	-0,0579				83,150	0,0	6,7756E-17	83,150	0,1	-0,2877	83,150	0,2	-0,1489	83,150	0,0	-0,2778	83,150	2,1	-0,1966	83,150	0,0	-0,1276	83,150	0,4	-0,2107	83,150	83,3	-0,1948	83,150	1,8	-0,2970	83,150	3,5	-0,1866	83,150	11,5	-0,1857	83,150	0,0	-0,3046	83,150	0,0	-0,3025	83,150	32,4	0,0000													83,150	0,1	-0,3139	83,150	0,0	-0,3286
83,200	0,0	-0,0579				83,200	0,0	6,7756E-17	83,200	0,1	-0,2879	83,200	0,2	-0,1489	83,200	0,0	-0,2778	83,200	2,2	-0,1965	83,200	0,1	-0,1278	83,200	0,4	-0,2107	83,200	83,3	-0,1948	83,200	1,8	-0,2972	83,200	3,5	-0,1866	83,200	11,5	-0,1851	83,200	0,0	-0,3046	83,200	0,0	-0,3028	83,200	32,4	0,0000													83,200	0,1	-0,3163	83,200	0,0	-0,3273
83,250	0,0	-0,0579				83,250	0,0	6,7756E-17	83,250	0,1	-0,2887	83,250	0,2	-0,1490	83,250	0,0	-0,2778	83,250	2,3	-0,1964	83,250	0,1	-0,1280	83,250	0,4	-0,2107	83,250	83,4	-0,1948	83,250	1,9	-0,2977	83,250	3,5	-0,1868	83,250	11,3	-0,1845	83,250	0,0	-0,3045	83,250	0,0	-0,3029	83,250	32,4	0,0000													83,250	0,1	-0,3186	83,250	0,0	-0,3262
83,300	0,0	-0,0579				83,300	0,0	6,7756E-17	83,300	0,1	-0,2892	83,300	0,2	-0,1490	83,300	0,0	-0,2777	83,300	2,4	-0,1963	83,300	0,1	-0,1282	83,300	0,4	-0,2107	83,300	83,3	-0,1948	83,300	1,8	-0,2987	83,300	3,5	-0,1869	83,300	11,2	-0,1840	83,300	0,0	-0,3041	83,300	0,0	-0,3030	83,300	32,4	0,0000													83,300	0,1	-0,3203	83,300	0,0	-0,3252
83,350	0,0	-0,0579				83,350	0,0	6,7756E-17	83,350	0,1	-0,2894	83,350	0,2	-0,1493	83,350	0,0	-0,2772	83,350	2,7	-0,1962	83,350	0,1	-0,1283	83,350	0,4	-0,2107	83,350	83,4	-0,1948	83,350	1,6	-0,2994	83,350	3,5	-0,1869	83,350	10,9	-0,1837	83,350	0,0	-0,3041	83,350	0,0	-0,3032	83,350	32,4	0,0000													83,350	0,1	-0,3209	83,350	0,0	-0,3244
83,400	0,0	-0,0579				83,400	0,0	6,7756E-17	83,400	0,1	-0,2894	83,400	0,2	-0,1495	83,400	0,0	-0,2760	83,400	3,0	-0,1959	83,400	0,1	-0,1283	83,400	0,4	-0,2107	83,400	83,3	-0,1948	83,400	1,4	-0,3000	83,400	3,5	-0,1869	83,400	10,7	-0,1833	83,400	0,0	-0,3041	83,400	0,0	-0,3034	83,400	32,4	0,0000													83,400	0,1	-0,3210	83,400	0,0	-0,3242
83,450	0,0	-0,0579				83,450	0,0	6,7756E-17	83,450	0,1	-0,2894	83,450	0,2	-0,1495	83,450	0,0	-0,2754	83,450	3,4	-0,1958	83,450	0,1	-0,1281	83,450	0,4	-0,2107	83,450	83,4	-0,1948	83,450	1,4	-0,3004	83,450	3,5	-0,1869	83,450	10,6	-0,1832	83,450	0,0	-0,3041	83,450	0,0	-0,3036	83,450	32,4	0,0000													83,450	0,1	-0,3210	83,450	0,0	-0,3240
83,500	0,0	-0,0579				83,500	0,0	6,7756E-17	83,500	0,1	-0,2895	83,500	0,2	-0,1495	83,500	0,0	-0,2746	83,500	3,7	-0,1956	83,500	0,1	-0,1280	83,500	0,4	-0,2107	83,500	83,4	-0,1948	83,500	1,6	-0,3009	83,500	3,5	-0,1869	83,500	10,5	-0,1832	83,500	0,0	-0,3041	83,500	0,0	-0,3036	83,500	32,4	0,0000													83,500	0,1	-0,3210	83,500	0,0	-0,3238
83,550	0,0	-0,0578				83,550	0,0	6,7756E-17	83,550	0,1	-0,2899	83,550	0,2	-0,1496	83,550	0,0	-0,2741	83,550	3,8	-0,1954	83,550	0,1	-0,1280	83,550	0,4	-0,2108	83,550	83,4	-0,1948	83,550	1,4	-0,3012	83,550	3,5	-0,1869	83,550	10,5	-0,1832	83,550	0,0	-0,3042	83,550	0,0	-0,3038	83,550	32,4	0,0000													83,550	0,1	-0,3210	83,550	0,0	-0,3238
83,600	0,0	-0,0575				83,600	0,0	6,7756E-17	83,600	0,1	-0,2904	83,600	0,2	-0,1497	83,600	0,0	-0,2739	83,600	4,4	-0,1952	83,600	0,1	-0,1280	83,600	0,4	-0,2110	83,600	83,4	-0,1948	83,600	1,4	-0,3017	83,600	3,5	-0,1869	83,600	10,7	-0,1834	83,600	0,0	-0,3046	83,600	0,0	-0,3040	83,600	32,4	0,0000													83,600	0,1	-0,3207	83,600	0,0	-0,3238
83,650	0,0	-0,0557				83,650	0,0	6,7756E-17	83,650	0,1	-0,2905	83,650	0,2	-0,1497	83,650	0,0	-0,2737	83,650	4,6	-0,1950	83,650	0,1	-0,1280	83,650	0,4	-0,2112	83,650	83,4	-0,1948	83,650	1,6	-0,3022	83,650	3,4	-0,1867	83,650	10,8	-0,1836	83,650	0,0	-0,3061	83,650	0,0	-0,3043	83,650	32,4	0,0000													83,650	0,1	-0,3205	83,650	0,0	-0,3239
83,700	0,0	-0,0533				83,700	0,0	6,7756E-17	83,700	0,1	-0,2905	83,700	0,2	-0,1497	83,700	0,0	-0,2734	83,700	4,9	-0,1948	83,700	0,1	-0,1280	83,700	0,4	-0,2112	83,700	83,4	-0,1948	83,700	1,7	-0,3028	83,700	3,4	-0,1866	83,700	10,8	-0,1836	83,700	0,0	-0,3080	83,700	0,0	-0,3046	83,700	32,4	0,0000													83,700	0,1	-0,3205	83,700	0,0	-0,3239
83,750	0,0	-0,0520				83,750	0,0	6,7756E-17	83,750	0,1	-0,2905	83,750	0,2	-0,1497	83,750	0,0	-0,2734	83,750	5,3	-0,1946	83,750	0,1	-0,1282	83,750	0,4	-0,2113	83,750	83,3	-0,1948	83,750	1,5	-0,3030	83,750	3,4	-0,1866	83,750	10,7	-0,1836	83,750	0,0	-0,3094	83,750	0,0	-0,3049	83,750	32,4	0,0000													83,750	0,1	-0,3205	83,750	0,0	-0,3239
83,800	0,0	-0,0517				83,800	0,0	6,7756E-17	83,800	0,1	-0,2905	83,800	0,2	-0,1497	83,800	0,0	-0,2730	83,800	5,4	-0,1945	83,800	0,1	-0,1286	83,800	0,4	-0,2113	83,800	83,4	-0,1948	83,800	1,3	-0,3030	83,800	3,4	-0,1866	83,800	10,8	-0,1836	83,800	0,0	-0,3104	83,800	0,0	-0,3052	83,800	32,4	0,0000													83,800	0,1	-0,3205	83,800	0,0	-0,3239
83,850	0,0	-0,0505				83,850	0,0	6,7756E-17	83,850	0,1	-0,2904	83,850	0,2	-0,1497	83,850	0,0	-0,2728	83,850	5,7	-0,1943	83,850	0,1	-0,1290	83,850	0,4	-0,2114	83,850	83,3	-0,1950	83,850	1,6	-0,3030	83,850	3,4	-0,1866	83,850	10,7	-0,1836	83,850	0,0	-0,3115	83,850	0,0	-0,3053	83,850	32,4	0,0000													83,850	0,1	-0,3205	83,850	0,0	-0,3239
83,900	0,0	-0,0485				83,900	0,0	6,7756E-17	83,900	0,1	-0,2904	83,900	0,2	-0,1497	83,900	0,0	-0,2727	83,900	6,4	-0,1940	83,900	0,1	-0,1293	83,900	0,4	-0,2114	83,900	83,3	-0,1952	83,900	1,5	-0,3031	83,900	3,4	-0,1866	83,900	10,8	-0,1836	83,900	0,0	-0,3125	83,900	0,0	-0,3054	83,900	32,4	0,0000													83,900	0,1	-0,3205	83,900	0,0	-0,3239
83,950	0,0	-0,0471				83,950	0,0	6,7756E-17	83,950	0,1	-0,2904	83,950	0,2	-0,1497	83,950	0,0	-0,2725	83,950	6,6	-0,1937	83,950	0,1	-0,1294	83,950	0,4	-0,2114	83,950	83,0	-0,1956	83,950	1,5	-0,3031	83,950	3,4	-0,1866	83,950	10,8	-0,1836	83,950	0,0	-0,3130	83,950	0,0	-0,3054	83,950	32,4	0,0000													83,950	0,1	-0,3204	83,950	0,0	-0,3239
84,000	0,0	-0,0469				84,000	0,0	6,7756E-17	84,000	0,1	-0,2904	84,000	0,2	-0,1497	84,000	0,1	-0,2719	84,000	7,2	-0,1935	84,000	0,1	-0,1297	84,000	0,4	-0,2115	84,000	82,7	-0,1959	84,000	1,4	-0,3028	84,000	3,4	-0,1866	84,000	10,8	-0,1836	84,000	0,0	-0,3131	84,000	0,0	-0,3054	84,000	32,4	0,0000													84,000	0,1	-0,3205	84,000	0,0	-0,3239
84,050	0,0	-0,0470				84,050	0,0	6,7756E-17	84,050	0,1	-0,2904	84,050	0,2	-0,1497	84,050	0,1	-0,2717	84,050	7,5	-0,1933	84,050	0,1	-0,1299	84,050	0,4	-0,2117	84,050	82,6	-0,1961	84,050	1,7	-0,3025	84,050	3,4	-0,1866	84,050	10,8	-0,1836	84,050	0,0	-0,3131	84,050	0,0	-0,3051	84,050	32,4	0,0000													84,050	0,1	-0,3214	84,050	0,0	-0,3239
84,100	0,0	-0,0473				84,100	0,0	6,7756E-17	84,100	0,1	-0,2904	84,100	0,2	-0,1497	84,100	0,1	-0,2714	84,100	7,7	-0,1931	84,100	0,1	-0,1301	84,100	0,4	-0,2118	84,100	81,8	-0,1965	84,100	1,7	-0,3025	84,100	3,4	-0,1866	84,100	10,8	-0,1836	84,100	0,0	-0,3129	84,100	0,0	-0,3049	84,100	32,4	0,0000													84,100	0,1	-0,3231	84,100	0,0	-0,3238
84,150	0,0	-0,0473				84,150	0,0	6,7756E-17	84,150	0,1	-0,2904	84,150	0,2	-0,1497	84,150	0,1	-0,2710	84,150	8,1	-0,1929	84,150	0,1	-0,1304	84,150	0,4	-0,2120	84,150	81,7	-0,1968	84,150	1,6	-0,3025	84,150	3,4	-0,1866	84,150	10,8	-0,1836	84,150	0,0	-0,3128	84,150	0,0	-0,3049	84,150	32,4	0,0000													84,150	0,1	-0,3258	84,150	0,0	-0,3237
84,200	0,0	-0,0473				84,200	0,0	6,7756E-17	84,200	0,1	-0,2904	84,200	0,2	-0,1497	84,200	0,1	-0,2709	84,200	8,2	-0,1929	84,200	0,1	-0,1305	84,200	0,4	-0,2122	84,200	80,6	-0,1972	84,200	1,5	-0,3025	84,200	3,4	-0,1866	84,200	10,8	-0,1835	84,200	0,0	-0,3128	84,200	0,0	-0,3049	84,200	32,4	0,0000													84,200	0,1	-0,3279	84,200	0,0	-0,3232
84,250	0,0	-0,0473				84,250	0,0	6,7756E-17	84,250	0,1	-0,2904	84,250	0,2	-0,1498	84,250	0,1	-0,2709	84,250	8,1	-0,1929	84,250	0,1	-0,1307	84,250	0,4	-0,2122	84,250	80,2	-0,1976	84,250	1,5	-0,3025	84,250	3,4	-0,1867	84,250	10,8	-0,1834	84,250	0,0	-0,3128	84,250	0,0	-0,3049	84,250	32,4	0,0000													84,250	0,1	-0,3305	84,250	0,0	-0,3222
84,300	0,0	-0,0473				84,300	0,0	6,7756E-17	84,300	0,1	-0,2904	84,300	0,2	-0,1502	84,300	0,1	-0,2708	84,300	8,1	-0,1929	84,300	0,1	-0,1311	84,300	0,4	-0,2123	84,300	78,9	-0,1980	84,300	1,6	-0,3025	84,300	3,4	-0,1869	84,300	10,7	-0,1834	84,300	0,0	-0,3127	84,300	0,0	-0,3049	84,300	32,4	0,0000													84,300	0,1	-0,3325	84,300	0,0	-0,3209
84,350	0,0	-0,0470				84,350	0,0	6,7756E-17	84,350	0,1	-0,2904	84,350	0,2	-0,1503	84,350	0,1	-0,2708	84,350	8,1	-0,1929	84,350	0,1	-0,1313	84,350	0,4	-0,2124	84,350	78,5	-0,1983	84,350	1,6	-0,3025	84,350	3,4	-0,1874	84,350	10,6	-0,1833	84,350	0,0	-0,3127	84,350	0,0	-0,3049	84,350	32,4	0,0000													84,350	0,1	-0,3341	84,350	0,0	-0,3199
84,400	0,0	-0,0467				84,400	0,0	6,7756E-17	84,400	0,1	-0,2904	84,400	0,2	-0,1503	84,400	0,1	-0,2707	84,400	8,1	-0,1929	84,400	0,1	-0,1315	84,400	0,3	-0,2127	84,400	78,3	-0,1983	84,400	1,6	-0,3027	84,400	3,4	-0,1876	84,400	10,6	-0,1832	84,400	0,0	-0,3129	84,400	0,0	-0,3049	84,400	32,4	0,0000													84,400	0,1	-0,3358	84,400	0,0	-0,3188
84,450	0,0	-0,0459				84,450	0,0	6,7756E-17	84,450	0,1	-0,2904	84,450	0,2	-0,1503	84,450	0,1	-0,2704	84,450	8,1	-0,1929	84,450	0,1	-0,1315	84,450	0,3	-0,2129	84,450	78,3	-0,1983	84,450	1,4	-0,3030	84,450	3,4	-0,1877	84,450	10,3	-0,1829	84,450	0,0	-0,3137	84,450	0,0	-0,3049	84,450	32,4	0,0000													84,450	0,1	-0,3368	84,450	0,0	-0,3180
84,500	0,0	-0,0434				84,500	0,0	6,7756E-17	84,500	0,1	-0,2905	84,500	0,2	-0,1503	84,500	0,1	-0,2703	84,500	8,1	-0,1930	84,500	0,1	-0,1315	84,500	0,3	-0,2129	84,500	78,0	-0,1982	84,500	1,5	-0,3033	84,500	3,4	-0,1879	84,500	10,1	-0,1826	84,500	0,0	-0,3157	84,500	0,0	-0,3049	84,500	32,4	0,0000													84,500	0,1	-0,3374	84,500	0,0	-0,3174
84,550	0,0	-0,0416				84,550	0,0	6,7756E-17	84,550	0,1	-0,2905	84,550	0,2	-0,1506	84,550	0,1	-0,2702	84,550	7,9	-0,1930	84,550	0,1	-0,1315	84,550	0,3	-0,2130	84,550	77,9	-0,1981	84,550	1,7	-0,3041	84,550	3,4	-0,1880	84,550	10,0	-0,1824	84,550	0,0	-0,3181	84,550	0,0	-0,3049	84,550	32,4	0,0000													84,550	0,1	-0,3376	84,550	0,0	-0,3164
84,600	0,0	-0,0407				84,600	0,0	6,7756E-17	84,600	0,1	-0,2905	84,600	0,2	-0,1508	84,600	0,1	-0,2702	84,600	7,9	-0,1930	84,600	0,1	-0,1315	84,600	0,3	-0,2133	84,600	78,0	-0,1981	84,600	1,9	-0,3054	84,600	3,4	-0,1882	84,600	9,6	-0,1821	84,600	0,0	-0,3202	84,600	0,0	-0,3049	84,600	32,4	0,0000													84,600	0,1	-0,3375	84,600	0,0	-0,3151
84,650	0,0	-0,0393				84,650	0,0	6,7756E-17	84,650	0,1	-0,2908	84,650	0,2	-0,1509	84,650	0,1	-0,2700	84,650	7,9	-0,1930	84,650	0,1	-0,1314	84,650	0,3	-0,2136	84,650	77,9	-0,1981	84,650	1,9	-0,3063	84,650	3,3	-0,1884	84,650	9,4	-0,1818	84,650	0,0	-0,3217	84,650	0,0	-0,3049	84,650	32,4	0,0000													84,650	0,1	-0,3368	84,650	0,0	-0,3141
84,700	0,0	-0,0382				84,700	0,0	6,7756E-17	84,700	0,1	-0,2917	84,700	0,2	-0,1509	84,700	0,1	-0,2693	84,700	7,9	-0,1930	84,700	0,1	-0,1313	84,700	0,2	-0,2139	84,700	77,9	-0,1981	84,700	1,9	-0,3071	84,700	3,3	-0,1885	84,700	8,9	-0,1814	84,700	0,0	-0,3223	84,700	0,0	-0,3049	84,700	32,4	0,0000													84,700	0,1	-0,3368	84,700	0,0	-0,3132
84,750	0,0	-0,0373				84,750	0,0	6,7756E-17	84,750	0,1	-0,2925	84,750	0,2	-0,1509	84,750	0,1	-0,2684	84,750	7,9	-0,1930	84,750	0,1	-0,1313	84,750	0,2	-0,2142	84,750	77,9	-0,1981	84,750	2,1	-0,3078	84,750	3,3	-0,1887	84,750	8,7	-0,1811	84,750	0,0	-0,3225	84,750	0,0	-0,3049	84,750	32,4	0,0000													84,750	0,1	-0,3368	84,750	0,0	-0,3123
84,800	0,0	-0,0365				84,800	0,0	6,7756E-17	84,800	0,1	-0,2930	84,800	0,2	-0,1508	84,800	0,1	-0,2680	84,800	7,9	-0,1930	84,800	0,1	-0,1313	84,800	0,2	-0,2143	84,800	77,9	-0,1981	84,800	2,4	-0,3087	84,800	3,3	-0,1888	84,800	8,5	-0,1808	84,800	0,0	-0,3225	84,800	0,0	-0,3049	84,800	32,4	0,0000													84,800	0,1	-0,3368	84,800	0,0	-0,3118
84,850	0,0	-0,0354				84,850	0,0	6,7756E-17	84,850	0,1	-0,2935	84,850	0,2	-0,1506	84,850	0,1	-0,2680	84,850	7,9	-0,1930	84,850	0,1	-0,1313	84,850	0,2	-0,2145	84,850	77,9	-0,1981	84,850	2,5	-0,3092	84,850	3,3	-0,1890	84,850	7,8	-0,1803	84,850	0,0	-0,3225	84,850	0,0	-0,3052	84,850	32,4	0,0000													84,850	0,1	-0,3368	84,850	0,0	-0,3114
